Sample_ID,Timestamp,Ground_Truth_Class,Predicted_Threat_Class,Confidence_Score (%),Physical_Actual_Signal (tcp.len),Digital_Twin_Forecast (tcp.len),Mean_Continuous_Residual,Operational_Filter_Decision,Filter_Reason,Primary_SHAP_Risk_Driver,Operational_Outcome,Industrial_Protection_Benefit
772,2026-08-23 11:48:22,DDoS_UDP,DDoS_UDP,99.93,0.0,0.0,9049.9626,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
773,2026-08-23 11:48:23,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,255003.1573,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
774,2026-08-23 11:48:23,Normal,Normal,99.88,0.0,0.0,7093.588,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
775,2026-08-23 11:48:24,Normal,Ransomware,63.05,0.0,0.0,10339.1637,SUPPRESS,Alert suppressed: Low model confidence (63.1% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
776,2026-08-23 11:48:24,Password,Password,75.57,0.0,0.0,389.9518,PASS,High-fidelity alert: Confidence (75.6%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
777,2026-08-23 11:48:25,Uploading,Uploading,99.8,0.0,0.0,5499.0083,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
778,2026-08-23 11:48:25,Port_Scanning,Port_Scanning,99.94,0.0,0.0,55157929.9999,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
779,2026-08-23 11:48:26,Ransomware,Ransomware,99.89,0.0,0.0,33258.8213,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
780,2026-08-23 11:48:26,Backdoor,MITM,37.84,0.0,0.0,2192.1934,SUPPRESS,Alert suppressed: Low model confidence (37.8% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
781,2026-08-23 11:48:27,Backdoor,Backdoor,99.95,0.0,0.0,212703.2913,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
782,2026-08-23 11:48:27,Password,Password,98.34,1448.0,3.34,2226.2038,PASS,High-fidelity alert: Confidence (98.3%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
783,2026-08-23 11:48:28,Backdoor,Backdoor,99.95,0.0,0.0,242157.1118,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
784,2026-08-23 11:48:28,DDoS_UDP,DDoS_UDP,99.96,0.0,0.0,93061.2777,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
785,2026-08-23 11:48:29,Port_Scanning,Port_Scanning,99.87,0.0,0.0,833.358,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
786,2026-08-23 11:48:29,MITM,MITM,99.76,5353.0,0.0,408225.766,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
787,2026-08-23 11:48:30,Port_Scanning,Port_Scanning,99.94,0.0,0.0,42597150.4244,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
788,2026-08-23 11:48:30,Uploading,Uploading,96.97,0.0,0.0,2135.0848,PASS,High-fidelity alert: Confidence (97.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
789,2026-08-23 11:48:31,DDoS_UDP,DDoS_UDP,99.91,0.0,0.0,240060.899,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
790,2026-08-23 11:48:31,Normal,Normal,99.82,0.0,0.0,3715.3189,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
791,2026-08-23 11:48:32,MITM,Ransomware,34.73,0.0,0.0,1618026.8176,SUPPRESS,Alert suppressed: Low model confidence (34.7% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
792,2026-08-23 11:48:32,SQL_injection,SQL_injection,62.3,0.0,0.0,951.0038,SUPPRESS,Alert suppressed: Low model confidence (62.3% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
793,2026-08-23 11:48:33,Port_Scanning,Port_Scanning,99.86,0.0,0.0,4543.0635,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
794,2026-08-23 11:48:33,SQL_injection,SQL_injection,99.84,0.0,0.0,190414.8459,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
795,2026-08-23 11:48:34,DDoS_UDP,DDoS_UDP,99.94,0.0,0.0,221321.4162,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
796,2026-08-23 11:48:34,Vulnerability_scanner,Vulnerability_scanner,99.97,411.0,0.0,8855.245,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
797,2026-08-23 11:48:35,Port_Scanning,Port_Scanning,99.87,0.0,0.0,4598518.6607,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
798,2026-08-23 11:48:35,XSS,XSS,99.84,0.0,0.0,5159.6992,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
799,2026-08-23 11:48:36,DDoS_HTTP,DDoS_HTTP,99.69,25.0,2.54,3284.4462,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
800,2026-08-23 11:48:36,MITM,Ransomware,26.86,0.0,0.0,370709.0651,SUPPRESS,Alert suppressed: Low model confidence (26.9% < 65.0%).,tcp.len,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
801,2026-08-23 11:48:37,XSS,XSS,97.05,102.0,3.32,3145.2749,PASS,High-fidelity alert: Confidence (97.1%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
802,2026-08-23 11:48:37,MITM,MITM,99.75,56482.0,3.39,8458.2761,PASS,High-fidelity alert: Confidence (99.8%) meets threshold and features ['arp.opcode'] match known domain mechanics.,arp.opcode,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
803,2026-08-23 11:48:38,Port_Scanning,MITM,52.29,0.0,0.0,6971.8542,SUPPRESS,Alert suppressed: Low model confidence (52.3% < 65.0%).,arp.opcode,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
804,2026-08-23 11:48:38,Port_Scanning,Port_Scanning,99.49,0.0,0.0,5830.1359,PASS,High-fidelity alert: Confidence (99.5%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
805,2026-08-23 11:48:39,Backdoor,Backdoor,99.95,304.0,0.67,165467.0849,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
806,2026-08-23 11:48:39,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,10638.176,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
807,2026-08-23 11:48:40,Normal,Normal,99.96,1440.0,0.0,13838538.581,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
808,2026-08-23 11:48:40,Vulnerability_scanner,Vulnerability_scanner,99.96,321.0,19.44,2499.8782,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
809,2026-08-23 11:48:41,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,10238.9813,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
810,2026-08-23 11:48:41,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,11057.7073,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
811,2026-08-23 11:48:42,DDoS_HTTP,DDoS_HTTP,98.63,0.0,0.0,4891.8983,PASS,High-fidelity alert: Confidence (98.6%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
812,2026-08-23 11:48:42,Vulnerability_scanner,Vulnerability_scanner,99.97,495.0,4.28,5768.8732,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
813,2026-08-23 11:48:43,DDoS_TCP,DDoS_TCP,99.93,0.0,0.0,438.4306,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
814,2026-08-23 11:48:43,Uploading,Uploading,99.87,0.0,0.0,1743.9482,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
815,2026-08-23 11:48:44,DDoS_HTTP,Password,73.76,0.0,0.0,1288.0627,PASS,High-fidelity alert: Confidence (73.8%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
816,2026-08-23 11:48:44,SQL_injection,SQL_injection,64.6,0.0,0.0,2512.1287,SUPPRESS,Alert suppressed: Low model confidence (64.6% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
817,2026-08-23 11:48:45,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,16060.2153,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
818,2026-08-23 11:48:45,XSS,XSS,37.98,0.0,0.0,1087.9063,SUPPRESS,Alert suppressed: Low model confidence (38.0% < 65.0%).,http.content_length,SUPPRESSED BY FILTER (Noise / False Alarm Prevented),Actuator Shutdown / Operator Fatigue Prevented
819,2026-08-23 11:48:46,Ransomware,Ransomware,99.9,0.0,0.0,24650.8672,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
820,2026-08-23 11:48:46,Backdoor,Backdoor,99.95,0.0,0.0,84872.9076,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
821,2026-08-23 11:48:47,DDoS_UDP,DDoS_UDP,99.97,0.0,0.0,311940.6379,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
822,2026-08-23 11:48:47,Password,Password,74.44,0.0,0.0,2053.4911,PASS,High-fidelity alert: Confidence (74.4%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
823,2026-08-23 11:48:48,Normal,Normal,99.85,0.0,0.0,1894831.4922,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
824,2026-08-23 11:48:48,DDoS_ICMP,DDoS_ICMP,99.95,0.0,0.0,17868.8058,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['icmp.checksum'] match known domain mechanics.,icmp.checksum,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
825,2026-08-23 11:48:49,Fingerprinting,Fingerprinting,99.29,0.0,0.0,668.8672,PASS,High-fidelity alert: Confidence (99.3%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
826,2026-08-23 11:48:49,DDoS_TCP,DDoS_TCP,99.96,120.0,0.23,44568793.8507,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
827,2026-08-23 11:48:50,Ransomware,Ransomware,99.95,464.0,1.83,117687.3853,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
828,2026-08-23 11:48:50,Uploading,Uploading,99.74,149.0,2.63,422.1301,PASS,High-fidelity alert: Confidence (99.7%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
829,2026-08-23 11:48:51,Fingerprinting,Fingerprinting,99.02,0.0,0.0,6375.9509,PASS,High-fidelity alert: Confidence (99.0%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
830,2026-08-23 11:48:51,Uploading,Uploading,99.65,0.0,0.0,1461.4251,PASS,High-fidelity alert: Confidence (99.6%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
831,2026-08-23 11:48:52,Password,Password,97.26,1448.0,12.23,371.2467,PASS,High-fidelity alert: Confidence (97.3%) meets threshold and features ['tcp.dstport'] match known domain mechanics.,tcp.dstport,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
832,2026-08-23 11:48:52,DDoS_UDP,DDoS_UDP,99.94,0.0,0.0,17605.5814,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['udp.port'] match known domain mechanics.,udp.port,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
833,2026-08-23 11:48:53,Normal,Normal,99.85,0.0,0.0,548.2809,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
834,2026-08-23 11:48:53,Vulnerability_scanner,Vulnerability_scanner,99.95,495.0,0.0,47270.0458,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
835,2026-08-23 11:48:54,DDoS_HTTP,DDoS_HTTP,98.25,0.0,0.0,6685.8543,PASS,High-fidelity alert: Confidence (98.3%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
836,2026-08-23 11:48:54,Fingerprinting,Fingerprinting,97.55,0.0,0.0,7595.222,PASS,High-fidelity alert: Confidence (97.5%) meets threshold and features ['tcp.flags'] match known domain mechanics.,tcp.flags,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
837,2026-08-23 11:48:55,Ransomware,Ransomware,99.96,0.0,0.0,55261.4183,PASS,High-fidelity alert: Confidence (100.0%) meets threshold and features ['tcp.len'] match known domain mechanics.,tcp.len,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
838,2026-08-23 11:48:55,Normal,Normal,99.91,0.0,0.0,2835.5831,NORMAL,Traffic classified as normal baseline behavior,tcp.dstport,HEALTHY BASELINE (Normal Operation Preserved),Normal Dynamics Maintained
839,2026-08-23 11:48:56,Vulnerability_scanner,Vulnerability_scanner,99.95,495.0,6.13,2146.4269,PASS,High-fidelity alert: Confidence (99.9%) meets threshold and features ['http.content_length'] match known domain mechanics.,http.content_length,DISPATCHED TO SOC OPERATOR (Verified Incident),Critical Threat Intercepted
